,customerID,age,age_group
378662,189481,8,YOUTH
378664,189663,43,MIDDLE-AGED
378697,189273,57,SENIOR
378715,192225,15,YOUTH
378728,188290,39,MIDDLE-AGED
378730,190530,26,ADULT
378732,187814,53,SENIOR
378743,187816,37,MIDDLE-AGED
378764,186888,30,ADULT
378772,188049,58,SENIOR
378779,187503,52,SENIOR
378783,190533,26,ADULT
378792,187817,37,MIDDLE-AGED
378800,190532,47,MIDDLE-AGED
378802,187815,30,ADULT
378854,187504,36,MIDDLE-AGED
378857,190531,26,ADULT
378868,188051,22,ADULT
378879,189012,43,MIDDLE-AGED
378881,190535,43,MIDDLE-AGED
378891,188050,67,SENIOR
378895,188450,32,ADULT
378910,189664,30,ADULT
378915,189275,40,MIDDLE-AGED
378926,189790,33,ADULT
378928,175773,30,ADULT
378936,184675,23,ADULT
378963,187819,55,SENIOR
378971,189665,36,MIDDLE-AGED
378979,190536,35,ADULT
378982,189274,29,ADULT
378989,188291,24,ADULT
378991,190534,24,ADULT
379064,189792,33,ADULT
379070,189791,25,ADULT
379072,188451,53,SENIOR
379101,188452,27,ADULT
379128,190537,42,MIDDLE-AGED
379140,178849,39,MIDDLE-AGED
379147,187507,16,YOUTH
379153,178851,31,ADULT
379179,190538,21,ADULT
379181,178850,38,MIDDLE-AGED
379227,175774,24,ADULT
379235,189793,32,ADULT
379263,181937,38,MIDDLE-AGED
379286,192226,46,MIDDLE-AGED
379296,181265,33,ADULT
379311,186889,18,YOUTH
379339,189794,26,ADULT
379354,186891,32,ADULT
379358,187509,42,MIDDLE-AGED
379359,187508,45,MIDDLE-AGED
379386,186892,24,ADULT
379405,186893,28,ADULT
379427,192227,27,ADULT
379447,187510,25,ADULT
379484,189276,34,ADULT
379488,189277,37,MIDDLE-AGED
379498,184678,38,MIDDLE-AGED
379500,189279,48,MIDDLE-AGED
379510,175775,61,SENIOR
379519,189278,39,MIDDLE-AGED
379531,191543,33,ADULT
379537,189795,47,MIDDLE-AGED
379541,187512,28,ADULT
379553,178853,25,ADULT
379556,191541,47,MIDDLE-AGED
379575,175776,20,ADULT
379578,190350,45,MIDDLE-AGED
379600,192035,34,ADULT
379624,190351,60,SENIOR
379640,178854,41,MIDDLE-AGED
379660,191542,28,ADULT
379701,184679,34,ADULT
379703,190352,55,SENIOR
379719,187511,41,MIDDLE-AGED
379756,188052,69,SENIOR
379761,188053,31,ADULT
379813,178855,42,MIDDLE-AGED
379824,178857,41,MIDDLE-AGED
379837,189281,62,SENIOR
379851,178856,39,MIDDLE-AGED
379867,192034,62,SENIOR
379872,189282,32,ADULT
379886,188453,32,ADULT
379890,189283,51,SENIOR
379903,189280,48,MIDDLE-AGED
379932,192037,40,MIDDLE-AGED
379934,192036,30,ADULT
379936,185592,49,MIDDLE-AGED
379949,175777,23,ADULT
379951,189796,33,ADULT
379952,184681,40,MIDDLE-AGED
379980,190539,35,ADULT
379982,189797,41,MIDDLE-AGED
379991,188649,28,ADULT
380008,188054,31,ADULT
380009,189666,61,SENIOR
380018,184682,24,ADULT
380019,190353,56,SENIOR
380020,187513,44,MIDDLE-AGED
380036,185511,71,SENIOR
380048,189284,31,ADULT
380053,190540,69,SENIOR
380070,189285,23,ADULT
380079,192038,34,ADULT
380090,74623,52,SENIOR
380101,188454,31,ADULT
380110,188055,50,MIDDLE-AGED
380113,188056,39,MIDDLE-AGED
380127,189482,26,ADULT
380135,187820,42,MIDDLE-AGED
380141,190816,41,MIDDLE-AGED
380146,188455,14,YOUTH
380153,188292,25,ADULT
380158,190541,29,ADULT
380164,188058,56,SENIOR
380189,187514,35,ADULT
380196,190542,55,SENIOR
380200,188057,48,MIDDLE-AGED
380230,157101,51,SENIOR
380235,189286,36,MIDDLE-AGED
380243,190544,43,MIDDLE-AGED
380255,192040,40,MIDDLE-AGED
380259,188457,23,ADULT
380264,187515,17,YOUTH
380272,188059,30,ADULT
380276,191544,22,ADULT
380279,190543,51,SENIOR
380288,175778,29,ADULT
380290,189287,28,ADULT
380299,187516,62,SENIOR
380301,175780,36,MIDDLE-AGED
380306,190545,34,ADULT
380335,188456,71,SENIOR
380367,175779,19,ADULT
380382,189288,27,ADULT
380388,190546,37,MIDDLE-AGED
380431,158201,34,ADULT
380437,175781,38,MIDDLE-AGED
380474,191545,22,ADULT
380506,189667,56,SENIOR
380528,190549,59,SENIOR
380531,187095,29,ADULT
380534,189798,37,MIDDLE-AGED
380544,191548,43,MIDDLE-AGED
380556,191547,46,MIDDLE-AGED
380567,191546,20,ADULT
380569,186422,24,ADULT
380593,189289,37,MIDDLE-AGED
380596,190550,39,MIDDLE-AGED
380605,187164,40,MIDDLE-AGED
380621,189801,40,MIDDLE-AGED
380623,188458,19,ADULT
380625,189799,35,ADULT
380656,192228,34,ADULT
380664,72692,31,ADULT
380666,189800,50,MIDDLE-AGED
380670,187517,53,SENIOR
380675,190548,42,MIDDLE-AGED
380690,190547,28,ADULT
380705,187736,45,MIDDLE-AGED
380750,188650,53,SENIOR
380765,192229,41,MIDDLE-AGED
380791,188652,17,YOUTH
380796,189802,26,ADULT
380830,187518,38,MIDDLE-AGED
380842,191549,34,ADULT
380844,56436,49,MIDDLE-AGED
380853,188651,30,ADULT
380857,190551,21,ADULT
380859,179278,21,ADULT
380873,188653,32,ADULT
380940,192230,35,ADULT
380954,192231,38,MIDDLE-AGED
380970,192232,28,ADULT
381013,188268,26,ADULT
381015,189803,21,ADULT
381030,188655,19,ADULT
381050,188459,44,MIDDLE-AGED
381065,190659,37,MIDDLE-AGED
381096,188060,23,ADULT
381106,191822,31,ADULT
381137,178858,21,ADULT
381184,178859,17,YOUTH
381189,192041,46,MIDDLE-AGED
381198,191871,54,SENIOR
381202,190552,42,MIDDLE-AGED
381205,189291,38,MIDDLE-AGED
381217,189292,41,MIDDLE-AGED
381231,188656,30,ADULT
381239,190554,31,ADULT
381255,190553,28,ADULT
381299,189483,26,ADULT
381301,192042,27,ADULT
381328,188293,42,MIDDLE-AGED
381357,191550,38,MIDDLE-AGED
381385,192043,28,ADULT
381393,188061,58,SENIOR
381397,187519,39,MIDDLE-AGED
381400,192044,16,YOUTH
381415,187520,22,ADULT
381430,188294,49,MIDDLE-AGED
381435,192045,32,ADULT
381449,190196,26,ADULT
381460,188295,49,MIDDLE-AGED
381470,63516,38,MIDDLE-AGED
381475,188460,44,MIDDLE-AGED
381493,189804,41,MIDDLE-AGED
381517,190556,54,SENIOR
381530,190557,42,MIDDLE-AGED
381593,187314,34,ADULT
381604,191551,57,SENIOR
381605,190558,52,SENIOR
381616,191823,50,MIDDLE-AGED
381633,175784,25,ADULT
381679,189484,28,ADULT
381691,189668,43,MIDDLE-AGED
381695,189805,42,MIDDLE-AGED
381760,192233,39,MIDDLE-AGED
381762,178861,34,ADULT
381779,189806,26,ADULT
381787,191552,22,ADULT
381814,190559,33,ADULT
381844,178860,24,ADULT
381946,189808,26,ADULT
382027,192234,22,ADULT
382072,191553,20,ADULT
382100,187521,32,ADULT
382108,191554,31,ADULT
382126,189807,33,ADULT
382132,192235,23,ADULT
382170,192236,23,ADULT
382232,186894,19,ADULT
382240,188296,67,SENIOR
382262,189293,38,MIDDLE-AGED
382266,189485,56,SENIOR
382288,178862,31,ADULT
382329,188062,36,MIDDLE-AGED
382357,191555,59,SENIOR
382361,190356,43,MIDDLE-AGED
382375,192046,56,SENIOR
382382,72525,36,MIDDLE-AGED
382390,174426,42,MIDDLE-AGED
382395,179065,27,ADULT
382397,190846,39,MIDDLE-AGED
382436,190560,35,ADULT
382518,192047,29,ADULT
382543,178863,42,MIDDLE-AGED
382562,191556,15,YOUTH
382584,189809,43,MIDDLE-AGED
382589,188063,47,MIDDLE-AGED
382594,190745,45,MIDDLE-AGED
382616,190562,47,MIDDLE-AGED
382641,180706,36,MIDDLE-AGED
382653,189810,67,SENIOR
382661,191557,33,ADULT
382691,178864,60,SENIOR
382724,176099,28,ADULT
382747,189811,39,MIDDLE-AGED
382778,188461,21,ADULT
382794,175786,42,MIDDLE-AGED
382802,186895,28,ADULT
382839,191824,21,ADULT
382848,192048,39,MIDDLE-AGED
382854,190565,23,ADULT
382896,190564,56,SENIOR
382906,189812,41,MIDDLE-AGED
382945,175787,51,SENIOR
382973,188658,42,MIDDLE-AGED
382992,188064,42,MIDDLE-AGED
382999,158203,33,ADULT
383020,189813,40,MIDDLE-AGED
383041,189814,34,ADULT
383121,190566,46,MIDDLE-AGED
383144,188297,57,SENIOR
383159,189815,40,MIDDLE-AGED
383164,188462,46,MIDDLE-AGED
383184,190568,51,SENIOR
383191,192237,41,MIDDLE-AGED
383197,184684,25,ADULT
383260,175790,43,MIDDLE-AGED
383302,190567,62,SENIOR
383313,192238,78,SENIOR
383360,189816,35,ADULT
383378,191825,31,ADULT
383450,74886,43,MIDDLE-AGED
383481,187522,40,MIDDLE-AGED
383524,188463,22,ADULT
383549,188464,25,ADULT
383591,192239,23,ADULT
383619,168470,38,MIDDLE-AGED
383655,191826,80,SENIOR
383660,192049,39,MIDDLE-AGED
383708,192050,33,ADULT
383712,188298,42,MIDDLE-AGED
383717,192039,34,ADULT
383729,175791,44,MIDDLE-AGED
383732,165517,38,MIDDLE-AGED
383736,65727,39,MIDDLE-AGED
383749,188271,37,MIDDLE-AGED
383772,188065,38,MIDDLE-AGED
383782,188066,44,MIDDLE-AGED
383852,190569,68,SENIOR
383871,175297,41,MIDDLE-AGED
383932,190570,41,MIDDLE-AGED
383940,191558,36,MIDDLE-AGED
383947,191559,42,MIDDLE-AGED
383953,189295,45,MIDDLE-AGED
383961,190571,39,MIDDLE-AGED
383963,163710,51,SENIOR
383988,66550,30,ADULT
384002,191560,21,ADULT
384016,189296,38,MIDDLE-AGED
384034,178865,54,SENIOR
384063,191828,42,MIDDLE-AGED
384070,191827,34,ADULT
384075,187523,12,YOUTH
384081,187524,11,YOUTH
384084,191561,33,ADULT
384108,189669,21,ADULT
384119,57638,55,SENIOR
384158,175793,36,MIDDLE-AGED
384183,190572,42,MIDDLE-AGED
384201,191829,22,ADULT
384225,192240,36,MIDDLE-AGED
384228,188067,58,SENIOR
384234,187526,39,MIDDLE-AGED
384247,190359,16,YOUTH
384251,191562,33,ADULT
384258,190563,51,SENIOR
384288,187525,25,ADULT
384290,190573,56,SENIOR
384313,189670,19,ADULT
384348,187527,37,MIDDLE-AGED
384376,61134,63,SENIOR
384391,190574,65,SENIOR
384406,171590,23,ADULT
384408,184687,25,ADULT
384411,191830,28,ADULT
384419,188465,55,SENIOR
384427,190360,42,MIDDLE-AGED
384454,190577,62,SENIOR
384456,188068,66,SENIOR
384459,188466,49,MIDDLE-AGED
384476,190575,38,MIDDLE-AGED
384499,191563,41,MIDDLE-AGED
384508,190576,33,ADULT
384515,189817,45,MIDDLE-AGED
384534,184685,19,ADULT
384563,184686,28,ADULT
384586,190274,32,ADULT
384591,189297,37,MIDDLE-AGED
384606,188467,49,MIDDLE-AGED
384658,188659,29,ADULT
384671,175794,35,ADULT
384691,189298,42,MIDDLE-AGED
384723,178869,19,ADULT
384758,190578,29,ADULT
384760,188438,48,MIDDLE-AGED
384785,186896,31,ADULT
384787,187530,42,MIDDLE-AGED
384801,190361,24,ADULT
384803,175795,35,ADULT
384813,187531,35,ADULT
384825,187529,26,ADULT
384826,188468,47,MIDDLE-AGED
384839,189487,43,MIDDLE-AGED
384870,184688,17,YOUTH
384893,189488,32,ADULT
384907,175796,29,ADULT
384908,189489,73,SENIOR
384911,190362,34,ADULT
384922,190579,31,ADULT
384966,189965,33,ADULT
384972,190580,27,ADULT
384993,191564,50,MIDDLE-AGED
385003,184689,30,ADULT
385016,192241,39,MIDDLE-AGED
385023,55481,51,SENIOR
385077,190824,38,MIDDLE-AGED
385103,190841,59,SENIOR
385113,50970,45,MIDDLE-AGED
385118,189299,24,ADULT
385121,189819,27,ADULT
385141,78703,46,MIDDLE-AGED
385199,191565,58,SENIOR
385276,184690,16,YOUTH
385298,188469,23,ADULT
385303,178870,61,SENIOR
385440,192243,30,ADULT
385442,178872,21,ADULT
385470,192244,22,ADULT
385639,189301,42,MIDDLE-AGED
385646,187532,35,ADULT
385668,189300,45,MIDDLE-AGED
385726,189469,17,YOUTH
385738,189820,30,ADULT
385746,190581,41,MIDDLE-AGED
385750,191566,26,ADULT
385772,190771,38,MIDDLE-AGED
385775,191567,42,MIDDLE-AGED
385782,189490,69,SENIOR
385793,187533,41,MIDDLE-AGED
385805,189821,17,YOUTH
385823,187535,36,MIDDLE-AGED
385862,189303,34,ADULT
385873,190363,38,MIDDLE-AGED
385887,188069,40,MIDDLE-AGED
385889,192051,34,ADULT
385894,189304,26,ADULT
385896,191831,31,ADULT
385909,190367,37,MIDDLE-AGED
385932,178873,54,SENIOR
385933,187536,25,ADULT
385948,190364,42,MIDDLE-AGED
385954,191832,20,ADULT
385970,192245,40,MIDDLE-AGED
385976,190366,34,ADULT
385990,192246,40,MIDDLE-AGED
385997,186897,26,ADULT
386015,191568,42,MIDDLE-AGED
386020,189302,36,MIDDLE-AGED
386024,189305,21,ADULT
386029,191570,27,ADULT
386037,190582,59,SENIOR
386049,188300,57,SENIOR
386057,187537,42,MIDDLE-AGED
386086,189492,32,ADULT
386109,190583,45,MIDDLE-AGED
386130,190368,27,ADULT
386149,187539,28,ADULT
386161,175798,37,MIDDLE-AGED
386177,190584,35,ADULT
386207,187818,25,ADULT
386209,175800,33,ADULT
386226,175799,36,MIDDLE-AGED
386236,187540,33,ADULT
386238,189307,33,ADULT
386257,189164,34,ADULT
386323,191833,20,ADULT
386324,159112,22,ADULT
386341,188071,82,SENIOR
386346,190371,52,SENIOR
386364,189306,40,MIDDLE-AGED
386371,192822,31,ADULT
386384,187538,67,SENIOR
386404,175783,46,MIDDLE-AGED
386413,188070,48,MIDDLE-AGED
386416,53984,31,ADULT
386420,178874,39,MIDDLE-AGED
386424,189309,43,MIDDLE-AGED
386439,188470,42,MIDDLE-AGED
386459,189493,67,SENIOR
386474,191571,39,MIDDLE-AGED
386480,188072,38,MIDDLE-AGED
386489,190370,26,ADULT
386490,187541,44,MIDDLE-AGED
386492,184640,32,ADULT
386505,189308,37,MIDDLE-AGED
386507,189494,49,MIDDLE-AGED
386511,190373,43,MIDDLE-AGED
386521,190372,45,MIDDLE-AGED
386525,175802,44,MIDDLE-AGED
386569,192247,45,MIDDLE-AGED
386572,187542,22,ADULT
386575,186898,28,ADULT
386585,192824,45,MIDDLE-AGED
386593,189013,40,MIDDLE-AGED
386595,190585,19,ADULT
386601,179797,30,ADULT
386607,190790,35,ADULT
386625,175803,44,MIDDLE-AGED
386651,187543,22,ADULT
386671,190374,33,ADULT
386674,188073,70,SENIOR
386688,190587,55,SENIOR
386700,191572,56,SENIOR
386734,188660,39,MIDDLE-AGED
386755,192825,30,ADULT
386759,192052,55,SENIOR
386761,185208,35,ADULT
386770,190592,18,YOUTH
386787,192828,34,ADULT
386806,191834,42,MIDDLE-AGED
386828,187196,36,MIDDLE-AGED
386838,192827,43,MIDDLE-AGED
386840,189014,22,ADULT
386853,190590,40,MIDDLE-AGED
386877,192829,37,MIDDLE-AGED
386911,190595,42,MIDDLE-AGED
386925,190588,33,ADULT
386929,189672,34,ADULT
386943,190591,45,MIDDLE-AGED
386960,187544,68,SENIOR
386966,191573,38,MIDDLE-AGED
386983,189310,54,SENIOR
386996,175804,49,MIDDLE-AGED
387001,189015,42,MIDDLE-AGED
387027,191835,21,ADULT
387034,190596,49,MIDDLE-AGED
387042,191575,29,ADULT
387052,190589,46,MIDDLE-AGED
387056,192826,32,ADULT
387070,190593,38,MIDDLE-AGED
387099,187545,43,MIDDLE-AGED
387113,58344,24,ADULT
387134,50700,48,MIDDLE-AGED
387138,192830,24,ADULT
387143,191574,50,MIDDLE-AGED
387172,190594,33,ADULT
387204,189673,50,MIDDLE-AGED
387209,191576,26,ADULT
387230,183146,37,MIDDLE-AGED
387240,189311,45,MIDDLE-AGED
387309,192834,35,ADULT
387331,190597,30,ADULT
387356,189312,37,MIDDLE-AGED
387370,188661,28,ADULT
387398,190323,35,ADULT
387418,192831,42,MIDDLE-AGED
387443,192833,19,ADULT
387446,191577,39,MIDDLE-AGED
387510,192832,29,ADULT
387517,178875,46,MIDDLE-AGED
387541,189313,13,YOUTH
387571,188471,41,MIDDLE-AGED
387591,187546,30,ADULT
387597,184691,49,MIDDLE-AGED
387600,184174,34,ADULT
387610,188472,44,MIDDLE-AGED
387626,189674,49,MIDDLE-AGED
387638,178876,36,MIDDLE-AGED
387639,186375,34,ADULT
387646,175805,37,MIDDLE-AGED
387649,162425,37,MIDDLE-AGED
387660,192248,40,MIDDLE-AGED
387671,184692,50,MIDDLE-AGED
387697,189017,28,ADULT
387699,192836,34,ADULT
387718,189019,35,ADULT
387728,175807,25,ADULT
387752,189016,29,ADULT
387758,175808,19,ADULT
387782,189315,52,SENIOR
387804,189675,42,MIDDLE-AGED
387852,191578,23,ADULT
387860,188473,33,ADULT
387868,189018,28,ADULT
387897,192835,36,MIDDLE-AGED
387925,192837,30,ADULT
387927,187163,58,SENIOR
387942,192249,38,MIDDLE-AGED
387947,184693,19,ADULT
388037,192839,38,MIDDLE-AGED
388040,192251,27,ADULT
388047,169203,38,MIDDLE-AGED
388054,192250,34,ADULT
388084,192838,30,ADULT
388191,192252,44,MIDDLE-AGED
388192,183223,25,ADULT
388211,64069,63,SENIOR
388305,189316,37,MIDDLE-AGED
388393,191836,76,SENIOR
388414,192053,20,ADULT
388445,175809,69,SENIOR
388459,67114,34,ADULT
388469,191837,30,ADULT
388474,178877,39,MIDDLE-AGED
388512,178880,62,SENIOR
388526,191579,47,MIDDLE-AGED
388536,187548,35,ADULT
388543,178879,36,MIDDLE-AGED
388554,187547,14,YOUTH
388571,187549,43,MIDDLE-AGED
388595,190598,24,ADULT
388619,186899,19,ADULT
388638,188075,68,SENIOR
388657,188299,23,ADULT
388697,191580,69,SENIOR
388727,187551,28,ADULT
388734,187552,17,YOUTH
388768,192841,46,MIDDLE-AGED
388769,159813,45,MIDDLE-AGED
388785,192840,38,MIDDLE-AGED
388799,175810,33,ADULT
388807,178882,44,MIDDLE-AGED
388827,192253,45,MIDDLE-AGED
388848,192054,53,SENIOR
388883,188074,55,SENIOR
388900,190599,32,ADULT
388906,189317,32,ADULT
388912,192055,43,MIDDLE-AGED
388919,178881,44,MIDDLE-AGED
388946,186900,25,ADULT
388954,188077,34,ADULT
388962,189495,77,SENIOR
388970,190375,41,MIDDLE-AGED
389014,192844,27,ADULT
389024,169118,37,MIDDLE-AGED
389026,190600,46,MIDDLE-AGED
389042,192842,36,MIDDLE-AGED
389056,187553,23,ADULT
389059,188662,40,MIDDLE-AGED
389068,187561,87,SENIOR
389077,190601,64,SENIOR
389088,190376,64,SENIOR
389094,191582,14,YOUTH
389164,191581,36,MIDDLE-AGED
389175,192255,39,MIDDLE-AGED
389180,192846,71,SENIOR
389199,192254,41,MIDDLE-AGED
389201,192057,30,ADULT
389205,192849,32,ADULT
389207,187555,9,YOUTH
389222,192843,32,ADULT
389227,192256,18,YOUTH
389231,189676,44,MIDDLE-AGED
389235,52717,44,MIDDLE-AGED
389241,190377,55,SENIOR
389244,178885,32,ADULT
389256,191584,27,ADULT
389260,178888,34,ADULT
389278,178884,30,ADULT
389287,175811,35,ADULT
389290,178887,38,MIDDLE-AGED
389294,56201,39,MIDDLE-AGED
389323,192845,17,YOUTH
389330,189318,31,ADULT
389337,192848,31,ADULT
389369,178890,42,MIDDLE-AGED
389378,178886,45,MIDDLE-AGED
389386,184694,26,ADULT
389387,191585,33,ADULT
389399,178883,24,ADULT
389404,191583,24,ADULT
389422,169191,51,SENIOR
389426,192056,57,SENIOR
389428,184218,25,ADULT
389437,178889,48,MIDDLE-AGED
389481,190378,39,MIDDLE-AGED
389489,190379,39,MIDDLE-AGED
389511,192847,29,ADULT
389552,189319,46,MIDDLE-AGED
389558,178893,29,ADULT
389562,178891,43,MIDDLE-AGED
389572,188079,34,ADULT
389579,190381,35,ADULT
389580,178828,25,ADULT
389588,189496,32,ADULT
389594,191588,46,MIDDLE-AGED
389601,192851,37,MIDDLE-AGED
389607,187556,15,YOUTH
389616,190382,25,ADULT
389618,178892,58,SENIOR
389622,191587,23,ADULT
389643,188078,27,ADULT
389645,189320,49,MIDDLE-AGED
389646,178894,43,MIDDLE-AGED
389664,192850,50,MIDDLE-AGED
389686,191586,24,ADULT
389691,178895,31,ADULT
389694,189321,36,MIDDLE-AGED
389710,178896,41,MIDDLE-AGED
389727,189497,54,SENIOR
389741,191589,36,MIDDLE-AGED
389757,190602,60,SENIOR
389759,188080,59,SENIOR
389765,189322,41,MIDDLE-AGED
389779,187554,33,ADULT
389804,187557,44,MIDDLE-AGED
389823,191840,39,MIDDLE-AGED
389830,191838,33,ADULT
389837,189323,35,ADULT
389849,192852,46,MIDDLE-AGED
389866,179362,27,ADULT
389867,191839,32,ADULT
389883,188475,30,ADULT
389894,169066,40,MIDDLE-AGED
389932,189498,27,ADULT
389947,191841,32,ADULT
389950,192853,27,ADULT
389972,191590,31,ADULT
389982,190604,34,ADULT
390006,184695,49,MIDDLE-AGED
390023,191842,35,ADULT
390043,188474,32,ADULT
390046,187560,35,ADULT
390052,163525,38,MIDDLE-AGED
390066,189020,33,ADULT
390075,191592,20,ADULT
390093,191591,51,SENIOR
390105,192059,23,ADULT
390125,192854,51,SENIOR
390144,188081,78,SENIOR
390152,193023,25,ADULT
390156,190605,42,MIDDLE-AGED
390186,190603,38,MIDDLE-AGED
390196,187559,26,ADULT
390204,190784,35,ADULT
390224,193022,27,ADULT
390249,192855,39,MIDDLE-AGED
390300,187562,20,ADULT
390338,192060,20,ADULT
390339,193024,25,ADULT
390347,189499,39,MIDDLE-AGED
390396,175813,51,SENIOR
390403,175812,25,ADULT
390438,191449,30,ADULT
390449,192856,52,SENIOR
390466,193026,30,ADULT
390467,181455,32,ADULT
390487,192857,35,ADULT
390507,188084,59,SENIOR
390516,190799,34,ADULT
390547,64885,50,MIDDLE-AGED
390555,192257,28,ADULT
390578,188083,58,SENIOR
390599,193025,18,YOUTH
390618,190764,47,MIDDLE-AGED
390625,175641,41,MIDDLE-AGED
390667,59741,33,ADULT
390674,188663,41,MIDDLE-AGED
390690,192858,48,MIDDLE-AGED
390703,188664,44,MIDDLE-AGED
390710,175814,7,YOUTH
390714,192859,34,ADULT
390788,190859,38,MIDDLE-AGED
390842,192860,43,MIDDLE-AGED
390888,190365,29,ADULT
390890,189500,37,MIDDLE-AGED
390918,189501,51,SENIOR
390922,188085,26,ADULT
390931,190606,40,MIDDLE-AGED
390937,189021,30,ADULT
390949,188086,28,ADULT
390986,192258,32,ADULT
390993,190693,18,YOUTH
390999,190607,61,SENIOR
391053,192861,62,SENIOR
391157,175815,9,YOUTH
391161,188303,64,SENIOR
391166,192862,25,ADULT
391170,190383,25,ADULT
391191,188304,30,ADULT
391202,188305,28,ADULT
391210,175816,40,MIDDLE-AGED
391252,190385,49,MIDDLE-AGED
391259,190250,45,MIDDLE-AGED
391300,190608,53,SENIOR
391323,192863,37,MIDDLE-AGED
391333,175817,28,ADULT
391382,190386,27,ADULT
391393,191593,51,SENIOR
391396,178897,36,MIDDLE-AGED
391406,192864,42,MIDDLE-AGED
391477,191843,67,SENIOR
391496,159101,60,SENIOR
391499,190795,56,SENIOR
391523,191594,17,YOUTH
391548,192062,42,MIDDLE-AGED
391550,189324,36,MIDDLE-AGED
391551,192061,25,ADULT
391597,189326,48,MIDDLE-AGED
391606,189325,31,ADULT
391640,191844,32,ADULT
391647,190610,38,MIDDLE-AGED
391699,183330,26,ADULT
391705,188665,45,MIDDLE-AGED
391753,192865,22,ADULT
391755,187124,35,ADULT
391759,188477,41,MIDDLE-AGED
391773,189502,58,SENIOR
391780,190611,33,ADULT
391796,188306,19,ADULT
391833,192866,28,ADULT
391877,61469,52,SENIOR
391899,52793,46,MIDDLE-AGED
391903,191595,55,SENIOR
391921,189329,24,ADULT
391955,187563,23,ADULT
391968,52631,31,ADULT
391989,190612,24,ADULT
391996,192867,42,MIDDLE-AGED
392025,189679,32,ADULT
392037,189330,34,ADULT
392039,178898,53,SENIOR
392041,189328,43,MIDDLE-AGED
392048,175818,22,ADULT
392068,191596,22,ADULT
392080,193029,39,MIDDLE-AGED
392083,175819,56,SENIOR
392088,189678,26,ADULT
392090,190613,40,MIDDLE-AGED
392128,192259,47,MIDDLE-AGED
392140,189331,36,MIDDLE-AGED
392150,190717,31,ADULT
392203,188479,29,ADULT
392213,186846,36,MIDDLE-AGED
392250,186902,35,ADULT
392306,188307,22,ADULT
392321,190614,35,ADULT
392358,158811,13,YOUTH
392415,190390,26,ADULT
392430,192260,47,MIDDLE-AGED
392434,189332,41,MIDDLE-AGED
392443,190615,70,SENIOR
392450,190809,36,MIDDLE-AGED
392461,179064,34,ADULT
392464,192063,33,ADULT
392477,190616,67,SENIOR
392489,188088,53,SENIOR
392501,191845,54,SENIOR
392504,190392,47,MIDDLE-AGED
392527,189333,32,ADULT
392530,190391,35,ADULT
392532,191846,25,ADULT
392576,178899,40,MIDDLE-AGED
392595,184683,45,MIDDLE-AGED
392597,66438,27,ADULT
392599,190393,31,ADULT
392607,190394,51,SENIOR
392619,190395,19,ADULT
392641,191597,53,SENIOR
392651,189334,9,YOUTH
392661,187565,18,YOUTH
392690,187094,34,ADULT
392693,186903,25,ADULT
392698,190396,24,ADULT
392708,188666,47,MIDDLE-AGED
392718,189504,76,SENIOR
392723,188308,25,ADULT
392735,190397,40,MIDDLE-AGED
392742,191847,29,ADULT
392749,190617,43,MIDDLE-AGED
392753,190398,27,ADULT
392763,189505,20,ADULT
392767,191848,51,SENIOR
392783,190618,61,SENIOR
392790,190619,55,SENIOR
392798,191849,17,YOUTH
392807,187566,65,SENIOR
392812,190620,35,ADULT
392818,188089,40,MIDDLE-AGED
392822,191598,20,ADULT
392826,191599,44,MIDDLE-AGED
392844,67090,27,ADULT
392849,189335,35,ADULT
392850,190399,32,ADULT
392857,187568,24,ADULT
392868,192868,50,MIDDLE-AGED
392872,192261,23,ADULT
392909,187567,41,MIDDLE-AGED
392931,188480,36,MIDDLE-AGED
392940,192064,57,SENIOR
392945,191850,18,YOUTH
392973,190422,42,MIDDLE-AGED
393022,188309,20,ADULT
393054,187506,36,MIDDLE-AGED
393091,189338,67,SENIOR
393097,183728,25,ADULT
393103,189339,69,SENIOR
393173,184698,25,ADULT
393191,188481,34,ADULT
393208,191851,26,ADULT
393236,184699,28,ADULT
393238,189340,42,MIDDLE-AGED
393361,191600,31,ADULT
393367,192262,38,MIDDLE-AGED
393387,187569,51,SENIOR
393424,186904,22,ADULT
393449,188669,29,ADULT
393457,192263,27,ADULT
393511,188310,48,MIDDLE-AGED
393527,187570,18,YOUTH
393540,192065,32,ADULT
393551,186388,25,ADULT
393557,192066,34,ADULT
393569,189341,22,ADULT
393590,190193,34,ADULT
393608,196422,32,ADULT
393637,184700,44,MIDDLE-AGED
393660,192869,40,MIDDLE-AGED
393680,190055,55,SENIOR
393713,196447,35,ADULT
393727,175821,36,MIDDLE-AGED
393730,190450,55,SENIOR
393733,187572,22,ADULT
393737,194422,37,MIDDLE-AGED
393747,171495,27,ADULT
393759,192264,26,ADULT
393776,192067,30,ADULT
393801,189506,58,SENIOR
393804,173298,28,ADULT
393807,191601,34,ADULT
393811,192265,53,SENIOR
393818,187573,25,ADULT
393850,192871,44,MIDDLE-AGED
393854,192068,53,SENIOR
393859,188090,18,YOUTH
393864,187574,28,ADULT
393903,188236,24,ADULT
394026,191852,50,MIDDLE-AGED
394034,187576,45,MIDDLE-AGED
394035,184701,51,SENIOR
394039,192266,43,MIDDLE-AGED
394052,178900,44,MIDDLE-AGED
394069,189342,33,ADULT
394093,188312,19,ADULT
