22,23,17,18,28,15,17,15,14,17,16,12,15,14,12,8,13,7,9,10,11,8,11,12,11,10,11,16,12,10,17,10,9,13,1,3,0,19,16,4,7,15,13,12,14,14,11,18,17,17
28,29,23,24,27,21,23,21,21,23,22,18,22,20,19,17,19,16,16,16,15,14,15,17,15,14,15,20,13,12,4,10,11,8,20,21,19,0,9,20,25,16,11,9,12,14,24,16,16,9
24,25,19,19,22,17,19,17,16,19,17,14,17,15,14,13,15,12,12,11,11,11,11,12,10,10,10,16,8,8,8,6,7,5,16,17,16,9,0,17,22,12,8,6,9,10,21,13,12,6
23,24,18,19,29,16,18,16,16,18,17,13,16,15,13,9,14,8,10,11,12,9,12,13,12,11,12,17,13,11,18,11,10,14,4,7,4,20,17,0,11,16,14,13,15,15,8,19,18,16
28,29,23,24,34,21,23,21,21,23,22,18,22,20,18,14,19,13,15,16,17,14,17,19,17,16,17,22,18,16,23,16,15,19,7,4,7,25,22,11,0,21,19,18,20,20,18,24,23,23
27,27,21,22,30,20,21,19,19,21,20,16,20,18,16,12,17,11,13,14,14,12,15,16,14,12,13,19,14,9,15,8,7,11,15,17,15,16,12,16,21,0,6,6,8,7,23,11,11,12
24,25,19,20,26,17,19,17,17,19,18,14,18,16,14,10,15,9,11,12,12,10,12,14,12,10,10,17,12,6,12,6,4,8,13,15,13,11,8,14,19,6,0,2,1,5,21,5,5,8
24,25,19,19,25,17,19,17,16,19,17,14,17,15,14,10,15,9,11,11,11,9,11,13,11,9,10,16,11,6,10,5,4,6,13,14,12,9,6,13,18,6,2,0,3,4,20,7,6,6
25,26,20,21,27,18,20,18,18,20,19,15,19,17,15,11,16,10,12,13,13,11,13,15,13,11,11,18,13,7,13,7,5,9,14,16,14,12,9,15,20,8,1,3,0,6,22,4,5,9
25,26,20,21,29,18,20,18,18,20,19,15,19,17,15,11,16,10,12,13,13,11,13,15,13,11,12,18,13,7,14,7,5,9,14,16,14,14,10,15,20,7,5,4,6,0,22,10,9,11
30,31,25,26,36,23,25,23,22,25,24,20,23,22,20,16,21,15,17,18,19,16,19,20,19,18,19,24,20,18,25,18,17,21,11,14,11,24,21,8,18,23,21,20,22,22,0,26,25,19
29,30,24,25,31,22,24,22,21,24,23,19,22,21,19,15,20,14,16,17,17,14,17,19,17,15,15,22,16,11,17,11,9,13,18,19,18,16,13,19,24,11,5,7,4,10,26,0,9,13
29,30,23,24,31,22,24,22,21,24,22,19,22,20,19,15,19,14,16,16,16,14,17,18,16,14,15,21,16,11,17,10,9,13,18,19,17,16,12,18,23,11,5,6,5,9,25,9,0,12
27,27,21,22,25,20,22,19,19,22,20,16,20,18,17,14,17,13,15,14,13,12,14,15,13,12,13,18,11,10,13,8,8,9,17,19,17,9,6,16,23,12,8,6,9,11,19,13,12,0
